0,30,276,528,770,998,1412,1770,2112,2440,2780,3100,3356
1,30,277,525,767,997,1410,1763,2106,2435,2772,3094,3352
2,30,272,521,762,991,1404,1757,2097,2427,2766,3091,3354
3,30,275,525,769,997,1410,1763,2104,2431,2768,3088,3347
4,30,271,519,758,985,1388,1732,2066,2387,2719,3038,3297
5,30,275,524,767,996,1413,1772,2116,2450,2797,3127,3396
6,30,275,525,767,996,1404,1754,2091,2416,2752,3075,3335
7,30,275,525,769,997,1410,1766,2107,2435,2772,3093,3350
8,30,269,518,758,985,1394,1744,2085,2410,2750,3072,3335
9,30,272,519,760,988,1399,1750,2090,2416,2754,3075,3340
10,30,275,524,767,996,1410,1768,2112,2441,2782,3104,3365
11,30,272,522,765,994,1409,1765,2107,2435,2777,3100,3363
12,30,275,527,772,1002,1421,1781,2127,2466,2816,3157,3434
13,30,277,525,767,997,1410,1766,2107,2437,2775,3097,3357
14,30,275,524,765,994,1402,1754,2094,2419,2754,3072,3332
15,30,275,527,769,999,1413,1769,2113,2443,2784,3107,3369
16,30,272,522,763,991,1404,1760,2102,2429,2768,3088,3344
17,30,272,522,765,994,1409,1765,2110,2441,2782,3109,3372
18,30,272,521,763,993,1407,1765,2109,2438,2782,3109,3372
19,30,274,522,763,991,1402,1752,2090,2413,2749,3066,3324
20,30,274,522,763,990,1400,1752,2093,2416,2752,3071,3327
21,30,272,519,762,991,1407,1763,2107,2437,2777,3100,3360
22,30,277,529,774,1002,1419,1777,2124,2459,2807,3141,3415
23,30,275,527,774,1007,1429,1791,2143,2481,2834,3172,3450
24,30,272,522,763,991,1407,1763,2107,2440,2782,3110,3375
25,30,271,518,758,987,1397,1747,2088,2416,2752,3075,3337
26,30,272,522,763,994,1413,1772,2116,2446,2785,3104,3360
27,30,277,527,771,1002,1419,1777,2122,2452,2794,3119,3377
28,30,269,516,756,982,1391,1738,2077,2402,2735,3052,3312
29,30,272,519,760,987,1394,1744,2081,2404,2738,3057,3313
30,30,275,527,769,997,1413,1772,2116,2447,2791,3116,3379
31,30,272,522,763,991,1402,1752,2090,2413,2750,3069,3327
32,30,272,519,760,990,1404,1760,2102,2432,2771,3093,3352
33,30,269,515,754,981,1387,1732,2069,2391,2725,3041,3302
34,30,272,522,763,993,1407,1766,2113,2447,2796,3131,3406
35,30,275,524,765,994,1406,1757,2094,2419,2752,3069,3327
36,30,277,529,772,1004,1424,1782,2131,2466,2813,3146,3415
37,30,272,519,760,990,1400,1752,2091,2418,2752,3071,3329
38,30,272,522,763,993,1407,1763,2107,2437,2777,3100,3360
39,30,272,522,763,991,1406,1757,2099,2425,2760,3079,3338
40,30,272,521,762,991,1406,1762,2104,2432,2771,3093,3352
41,30,266,512,749,979,1384,1729,2066,2388,2722,3043,3306
42,30,271,519,760,990,1407,1765,2107,2435,2771,3088,3343
43,30,275,525,767,997,1416,1775,2122,2459,2807,3143,3413
44,30,275,525,769,999,1416,1777,2125,2460,2810,3143,3415
45,30,272,522,763,991,1407,1763,2107,2441,2785,3113,3379
46,30,274,522,763,991,1404,1757,2097,2424,2760,3081,3338
47,30,277,527,769,999,1415,1772,2115,2444,2782,3104,3363
48,30,272,522,763,994,1412,1772,2119,2452,2794,3122,3384
49,30,277,525,769,997,1413,1772,2118,2452,2800,3132,3404
50,30,271,519,760,988,1406,1760,2104,2434,2774,3094,3356
51,30,272,524,767,1000,1416,1772,2113,2441,2779,3099,3359
52,30,274,522,765,996,1415,1774,2121,2454,2797,3125,3390
53,30,269,515,754,984,1391,1741,2077,2400,2732,3050,3306
54,30,275,525,767,996,1412,1769,2113,2444,2785,3110,3372
55,30,275,525,771,1002,1422,1784,2131,2463,2810,3137,3404
56,30,272,522,763,994,1412,1771,2113,2444,2785,3107,3368
57,30,269,516,756,985,1399,1750,2091,2419,2754,3074,3332
58,30,274,524,767,997,1412,1765,2104,2427,2763,3082,3338
59,30,277,527,771,1000,1416,1772,2116,2447,2788,3115,3379
60,30,277,527,772,1002,1422,1787,2137,2477,2827,3166,3438
61,30,275,524,765,994,1412,1769,2115,2444,2788,3113,3375
62,30,274,524,767,997,1416,1775,2122,2456,2800,3129,3394
63,30,275,525,769,1000,1419,1779,2124,2454,2794,3116,3377
64,30,274,524,767,997,1415,1772,2118,2446,2784,3104,3360
65,30,275,522,763,993,1407,1763,2107,2435,2774,3094,3350
66,30,269,518,758,987,1400,1757,2099,2427,2766,3088,3350
67,30,277,527,774,1007,1427,1785,2129,2457,2797,3122,3384
68,30,266,513,753,982,1388,1734,2069,2391,2725,3044,3307
69,30,269,515,754,981,1387,1735,2072,2396,2729,3044,3297
70,30,274,522,765,997,1416,1775,2121,2452,2794,3119,3379
71,30,275,525,772,1002,1422,1782,2127,2457,2799,3119,3381
72,30,271,521,763,991,1407,1766,2109,2438,2777,3100,3357
73,30,269,515,756,984,1396,1747,2085,2410,2746,3065,3322
74,30,269,519,760,991,1404,1757,2094,2418,2750,3066,3322
75,30,272,522,765,997,1418,1779,2127,2463,2815,3152,3427
76,30,272,519,760,988,1400,1752,2093,2418,2752,3071,3325
77,30,272,522,765,996,1415,1772,2116,2447,2787,3107,3363
78,30,274,522,765,994,1413,1774,2119,2450,2794,3118,3377
79,30,272,521,763,991,1404,1757,2094,2419,2754,3069,3325
80,30,272,522,765,994,1412,1772,2118,2450,2790,3112,3369
81,30,275,524,767,996,1413,1772,2119,2450,2794,3121,3384
82,30,266,513,754,981,1390,1740,2077,2402,2735,3054,3313
83,30,274,524,767,999,1410,1760,2097,2419,2750,3066,3322
84,30,271,522,767,1000,1422,1784,2132,2466,2816,3150,3422
85,30,275,525,767,997,1416,1774,2119,2450,2790,3112,3372
86,30,269,518,760,988,1400,1750,2090,2413,2747,3066,3324
