0	0	100	200	300	400	500	600	700	800	900	1000	4095
1	0	100	200	300	400	500	600	700	800	900	1000	4095
2	0	100	200	300	400	500	600	700	800	900	1000	4095
3	0	100	200	300	400	500	600	700	800	900	1000	4095
4	0	100	200	300	400	500	600	700	800	900	1000	4095
5	0	100	200	300	400	500	600	700	800	900	1000	4095
6	0	100	200	300	400	500	600	700	800	900	1000	4095
7	0	100	200	300	400	500	600	700	800	900	1000	4095
8	0	100	200	300	400	500	600	700	800	900	1000	4095
9	0	100	200	300	400	500	600	700	800	900	1000	4095
10	0	100	200	300	400	500	600	700	800	900	1000	4095
11	0	100	200	300	400	500	600	700	800	900	1000	4095
12	0	100	200	300	400	500	600	700	800	900	1000	4095
13	0	100	200	300	400	500	600	700	800	900	1000	4095
14	0	100	200	300	400	500	600	700	800	900	1000	4095
15	0	100	200	300	400	500	600	700	800	900	1000	4095
16	0	100	200	300	400	500	600	700	800	900	1000	4095
17	0	100	200	300	400	500	600	700	800	900	1000	4095
18	0	100	200	300	400	500	600	700	800	900	1000	4095
19	0	100	200	300	400	500	600	700	800	900	1000	4095
20	0	100	200	300	400	500	600	700	800	900	1000	4095
21	0	100	200	300	400	500	600	700	800	900	1000	4095
22	0	100	200	300	400	500	600	700	800	900	1000	4095
23	0	100	200	300	400	500	600	700	800	900	1000	4095
24	0	100	200	300	400	500	600	700	800	900	1000	4095
25	0	100	200	300	400	500	600	700	800	900	1000	4095
26	0	100	200	300	400	500	600	700	800	900	1000	4095
27	0	100	200	300	400	500	600	700	800	900	1000	4095
28	0	100	200	300	400	500	600	700	800	900	1000	4095
29	0	100	200	300	400	500	600	700	800	900	1000	4095
30	0	100	200	300	400	500	600	700	800	900	1000	4095
31	0	100	200	300	400	500	600	700	800	900	1000	4095
32	0	100	200	300	400	500	600	700	800	900	1000	4095
33	0	100	200	300	400	500	600	700	800	900	1000	4095
34	0	100	200	300	400	500	600	700	800	900	1000	4095
35	0	100	200	300	400	500	600	700	800	900	1000	4095
36	0	100	200	300	400	500	600	700	800	900	1000	4095
37	0	100	200	300	400	500	600	700	800	900	1000	4095
38	0	100	200	300	400	500	600	700	800	900	1000	4095
39	0	100	200	300	400	500	600	700	800	900	1000	4095
40	0	100	200	300	400	500	600	700	800	900	1000	4095
41	0	100	200	300	400	500	600	700	800	900	1000	4095
42	0	100	200	300	400	500	600	700	800	900	1000	4095
43	0	100	200	300	400	500	600	700	800	900	1000	4095
44	0	100	200	300	400	500	600	700	800	900	1000	4095
45	0	100	200	300	400	500	600	700	800	900	1000	4095
46	0	100	200	300	400	500	600	700	800	900	1000	4095
47	0	100	200	300	400	500	600	700	800	900	1000	4095
48	0	100	200	300	400	500	600	700	800	900	1000	4095
49	0	100	200	300	400	500	600	700	800	900	1000	4095
50	0	100	200	300	400	500	600	700	800	900	1000	4095
51	0	100	200	300	400	500	600	700	800	900	1000	4095
52	0	100	200	300	400	500	600	700	800	900	1000	4095
53	0	100	200	300	400	500	600	700	800	900	1000	4095
54	0	100	200	300	400	500	600	700	800	900	1000	4095
55	0	100	200	300	400	500	600	700	800	900	1000	4095
56	0	100	200	300	400	500	600	700	800	900	1000	4095
57	0	100	200	300	400	500	600	700	800	900	1000	4095
58	0	100	200	300	400	500	600	700	800	900	1000	4095
59	0	100	200	300	400	500	600	700	800	900	1000	4095
60	0	100	200	300	400	500	600	700	800	900	1000	4095
61	0	100	200	300	400	500	600	700	800	900	1000	4095
62	0	100	200	300	400	500	600	700	800	900	1000	4095
63	0	100	200	300	400	500	600	700	800	900	1000	4095
64	0	100	200	300	400	500	600	700	800	900	1000	4095
65	0	100	200	300	400	500	600	700	800	900	1000	4095
66	0	100	200	300	400	500	600	700	800	900	1000	4095
67	0	100	200	300	400	500	600	700	800	900	1000	4095
68	0	100	200	300	400	500	600	700	800	900	1000	4095
69	0	100	200	300	400	500	600	700	800	900	1000	4095
70	0	100	200	300	400	500	600	700	800	900	1000	4095
71	0	100	200	300	400	500	600	700	800	900	1000	4095
72	0	100	200	300	400	500	600	700	800	900	1000	4095
73	0	100	200	300	400	500	600	700	800	900	1000	4095
74	0	100	200	300	400	500	600	700	800	900	1000	4095
75	0	100	200	300	400	500	600	700	800	900	1000	4095
76	0	100	200	300	400	500	600	700	800	900	1000	4095
77	0	100	200	300	400	500	600	700	800	900	1000	4095
78	0	100	200	300	400	500	600	700	800	900	1000	4095
79	0	100	200	300	400	500	600	700	800	900	1000	4095
80	0	100	200	300	400	500	600	700	800	900	1000	4095
81	0	100	200	300	400	500	600	700	800	900	1000	4095
82	0	100	200	300	400	500	600	700	800	900	1000	4095
83	0	100	200	300	400	500	600	700	800	900	1000	4095
84	0	100	200	300	400	500	600	700	800	900	1000	4095
85	0	100	200	300	400	500	600	700	800	900	1000	4095
86	0	100	200	300	400	500	600	700	800	900	1000	4095
87	0	100	200	300	400	500	600	700	800	900	1000	4095
88	0	100	200	300	400	500	600	700	800	900	1000	4095
89	0	100	200	300	400	500	600	700	800	900	1000	4095
90	0	100	200	300	400	500	600	700	800	900	1000	4095
91	0	100	200	300	400	500	600	700	800	900	1000	4095
92	0	100	200	300	400	500	600	700	800	900	1000	4095
93	0	100	200	300	400	500	600	700	800	900	1000	4095
94	0	100	200	300	400	500	600	700	800	900	1000	4095
95	0	100	200	300	400	500	600	700	800	900	1000	4095
96	0	100	200	300	400	500	600	700	800	900	1000	4095
97	0	100	200	300	400	500	600	700	800	900	1000	4095
98	0	100	200	300	400	500	600	700	800	900	1000	4095
99	0	100	200	300	400	500	600	700	800	900	1000	4095
100	0	100	200	300	400	500	600	700	800	900	1000	4095
101	0	100	200	300	400	500	600	700	800	900	1000	4095
102	0	100	200	300	400	500	600	700	800	900	1000	4095
103	0	100	200	300	400	500	600	700	800	900	1000	4095
104	0	100	200	300	400	500	600	700	800	900	1000	4095
105	0	100	200	300	400	500	600	700	800	900	1000	4095
106	0	100	200	300	400	500	600	700	800	900	1000	4095
107	0	100	200	300	400	500	600	700	800	900	1000	4095
108	0	100	200	300	400	500	600	700	800	900	1000	4095
109	0	100	200	300	400	500	600	700	800	900	1000	4095
110	0	100	200	300	400	500	600	700	800	900	1000	4095
111	0	100	200	300	400	500	600	700	800	900	1000	4095
112	0	100	200	300	400	500	600	700	800	900	1000	4095
113	0	100	200	300	400	500	600	700	800	900	1000	4095
114	0	100	200	300	400	500	600	700	800	900	1000	4095
115	0	100	200	300	400	500	600	700	800	900	1000	4095
116	0	100	200	300	400	500	600	700	800	900	1000	4095
117	0	100	200	300	400	500	600	700	800	900	1000	4095
118	0	100	200	300	400	500	600	700	800	900	1000	4095
