0,TEMP
1,TEMP
2,TEMP
3,TEMP
4,TEMP
5,TEMP
6,TEMP
7,TEMP
8,TEMP
9,TEMP
10,TEMP
11,TEMP
12,TEMP
13,TEMP
14,TEMP
15,TEMP
16,TEMP
17,TEMP
18,TEMP
19,TEMP
20,TEMP
21,TEMP
22,TEMP
23,TEMP
24,TEMP
25,TEMP
26,TEMP
27,TEMP
28,TEMP
29,TEMP
30,TEMP
31,TEMP
32,TEMP
33,TEMP
34,TEMP
35,TEMP
36,TEMP
37,TEMP
38,TEMP
39,TEMP
40,TEMP
41,TEMP
42,TEMP
43,TEMP
44,TEMP
45,TEMP
46,TEMP
47,TEMP
48,TEMP
49,TEMP
50,TEMP
51,TEMP
52,TEMP
53,TEMP
54,TEMP
55,TEMP
56,TEMP
57,TEMP
58,TEMP
59,TEMP
60,TEMP
61,TEMP
62,TEMP
63,TEMP
64,TEMP
65,TEMP
66,TEMP
67,TEMP
68,TEMP
69,TEMP
70,TEMP
71,TEMP
72,TEMP
73,TEMP
74,TEMP
75,TEMP
76,TEMP
77,TEMP
78,TEMP
79,TEMP
80,TEMP
81,TEMP
82,TEMP
83,TEMP
84,TEMP
85,TEMP
86,TEMP
87,TEMP
88,TEMP
89,TEMP
90,TEMP
91,TEMP
92,TEMP
93,TEMP
94,TEMP
95,TEMP
96,TEMP
97,TEMP
98,TEMP
99,TEMP
100,TEMP
101,TEMP
102,TEMP
103,TEMP
104,TEMP
105,TEMP
106,TEMP
107,TEMP
108,TEMP
109,TEMP
110,TEMP
111,TEMP
112,TEMP
113,TEMP
114,TEMP
115,TEMP
116,TEMP
117,TEMP
118,TEMP
119,TEMP
120,TEMP
121,TEMP
122,TEMP
123,TEMP
124,TEMP
125,TEMP
126,TEMP
127,TEMP
128,TEMP
129,TEMP
130,TEMP
131,TEMP
132,TEMP
133,TEMP
134,TEMP
135,TEMP
136,TEMP
137,TEMP
138,TEMP
139,TEMP
140,TEMP
141,TEMP
142,TEMP
143,TEMP
144,TEMP
145,TEMP
146,TEMP
147,TEMP
148,TEMP
149,TEMP
150,TEMP
151,TEMP
152,TEMP
153,TEMP
154,TEMP
155,TEMP
156,TEMP
157,TEMP
158,TEMP
159,TEMP
160,TEMP
161,TEMP
162,TEMP
163,TEMP
164,TEMP
165,TEMP
166,TEMP
167,TEMP
168,TEMP
169,TEMP
170,TEMP
171,TEMP
172,TEMP
173,TEMP
174,TEMP
175,TEMP
176,TEMP
177,TEMP
178,TEMP
179,TEMP
180,TEMP
181,TEMP
182,TEMP
183,TEMP
184,TEMP
185,TEMP
186,TEMP
187,TEMP
188,TEMP
189,TEMP
190,TEMP
191,TEMP
192,TEMP
193,TEMP
194,TEMP
195,TEMP
196,TEMP
197,TEMP
198,TEMP
199,TEMP
200,TEMP
201,TEMP
202,TEMP
203,TEMP
204,TEMP
205,TEMP
206,TEMP
207,TEMP
208,TEMP
209,TEMP
210,TEMP
211,TEMP
212,TEMP
213,TEMP
214,TEMP
215,TEMP
216,TEMP
217,TEMP
218,TEMP
219,TEMP
220,TEMP
221,TEMP
222,TEMP
223,TEMP
224,TEMP
225,TEMP
226,TEMP
227,TEMP
228,TEMP
229,TEMP
230,TEMP
231,TEMP
232,TEMP
233,TEMP
234,TEMP
235,TEMP
236,TEMP
237,TEMP
238,TEMP
239,TEMP
240,TEMP
241,TEMP
242,TEMP
243,TEMP
244,TEMP
245,TEMP
246,TEMP
247,TEMP
248,TEMP
249,TEMP
250,TEMP
251,TEMP
252,TEMP
253,TEMP
254,TEMP
255,TEMP
256,TEMP
257,TEMP
258,TEMP
259,TEMP
260,TEMP
261,TEMP
262,TEMP
263,TEMP
264,TEMP
265,TEMP
266,TEMP
267,TEMP
268,TEMP
269,TEMP
270,TEMP
271,TEMP
272,TEMP
273,TEMP
274,TEMP
275,TEMP
276,TEMP
277,TEMP
278,TEMP
279,TEMP
280,TEMP
281,TEMP
282,TEMP
283,TEMP
284,TEMP
285,TEMP
286,TEMP
287,TEMP
288,TEMP
289,TEMP
290,TEMP
291,TEMP
292,TEMP
293,TEMP
294,TEMP
295,TEMP
296,TEMP
297,TEMP
298,TEMP
299,TEMP
300,TEMP
301,TEMP
302,TEMP
303,TEMP
304,TEMP
305,TEMP
306,TEMP
307,TEMP
308,TEMP
309,TEMP
310,TEMP
311,TEMP
312,TEMP
313,TEMP
314,TEMP
315,TEMP
316,TEMP
317,TEMP
318,TEMP
319,TEMP
320,TEMP
321,TEMP
322,TEMP
323,TEMP
324,TEMP
325,TEMP
326,TEMP
327,TEMP
328,TEMP
329,TEMP
330,TEMP
331,TEMP
332,TEMP
333,TEMP
334,TEMP
335,TEMP
336,TEMP
337,TEMP
338,TEMP
339,TEMP
340,TEMP
341,TEMP
342,TEMP
343,TEMP
344,TEMP
345,TEMP
346,TEMP
347,TEMP
348,TEMP
349,TEMP
350,TEMP
351,TEMP
352,TEMP
353,TEMP
354,TEMP
355,TEMP
356,TEMP
357,TEMP
358,TEMP
359,TEMP
360,TEMP
361,TEMP
362,TEMP
363,TEMP
364,TEMP
365,TEMP
366,TEMP
367,TEMP
368,TEMP
369,TEMP
370,TEMP
371,TEMP
372,TEMP
373,TEMP
374,TEMP
375,TEMP
376,TEMP
377,TEMP
378,TEMP
379,TEMP
380,TEMP
381,TEMP
382,TEMP
383,TEMP
384,TEMP
385,TEMP
386,TEMP
387,TEMP
388,TEMP
389,TEMP
390,TEMP
391,TEMP
392,TEMP
393,TEMP
394,TEMP
395,TEMP
396,TEMP
397,TEMP
398,TEMP
399,TEMP
400,TEMP
401,TEMP
402,TEMP
403,TEMP
404,TEMP
405,TEMP
406,TEMP
407,TEMP
408,TEMP
409,TEMP
410,TEMP
411,TEMP
412,TEMP
413,TEMP
414,TEMP
415,TEMP
416,TEMP
417,TEMP
418,TEMP
419,TEMP
420,TEMP
421,TEMP
422,TEMP
423,TEMP
424,TEMP
425,TEMP
426,TEMP
427,TEMP
428,TEMP
429,TEMP
430,TEMP
431,TEMP
432,TEMP
433,TEMP
434,TEMP
435,TEMP
436,TEMP
437,TEMP
438,TEMP
439,TEMP
440,TEMP
441,TEMP
442,TEMP
443,TEMP
444,TEMP
445,TEMP
446,TEMP
447,TEMP
448,TEMP
449,TEMP
450,TEMP
451,TEMP
452,TEMP
453,TEMP
454,TEMP
455,TEMP
456,TEMP
457,TEMP
458,TEMP
459,TEMP
460,TEMP
461,TEMP
462,TEMP
463,TEMP
464,TEMP
465,TEMP
466,TEMP
467,TEMP
468,TEMP
469,TEMP
470,TEMP
471,TEMP
472,TEMP
473,TEMP
474,TEMP
475,TEMP
476,TEMP
477,TEMP
478,TEMP
479,TEMP
480,TEMP
481,TEMP
482,TEMP
483,TEMP
484,TEMP
485,TEMP
486,TEMP
487,TEMP
488,TEMP
489,TEMP
490,TEMP
491,TEMP
492,TEMP
493,TEMP
494,TEMP
495,TEMP
496,TEMP
497,TEMP
498,TEMP
499,TEMP
500,TEMP
501,TEMP
502,TEMP
503,TEMP
504,TEMP
505,TEMP
506,TEMP
507,TEMP
508,TEMP
509,TEMP
510,TEMP
511,TEMP
512,TEMP
513,TEMP
514,TEMP
515,TEMP
516,TEMP
517,TEMP
518,TEMP
519,TEMP
520,TEMP
521,TEMP
522,TEMP
523,TEMP
524,TEMP
525,TEMP
526,TEMP
527,TEMP
528,TEMP
529,TEMP
530,TEMP
531,TEMP
532,TEMP
533,TEMP
534,TEMP
535,TEMP
536,TEMP
537,TEMP
538,TEMP
539,TEMP
540,TEMP
541,TEMP
542,TEMP
543,TEMP
544,TEMP
545,TEMP
546,TEMP
547,TEMP
548,TEMP
549,TEMP
550,TEMP
551,TEMP
552,TEMP
553,TEMP
554,TEMP
555,TEMP
556,TEMP
557,TEMP
558,TEMP
559,TEMP
560,TEMP
561,TEMP
562,TEMP
563,TEMP
564,TEMP
565,TEMP
566,TEMP
567,TEMP
