608,14
609,30
610,31
611,340
612,19
613,19
614,31
615,8
616,22
617,16
618,17
619,5
620,2
621,34
622,20
623,37
624,0
625,19
626,14
627,329
628,5
629,2
630,13
631,355
632,4
633,359
634,359
635,351
636,348
637,16
638,1
639,20
640,1
641,21
642,23
643,336
644,12
645,7
646,24
647,3
648,19
649,16
650,11
651,0
652,357
653,26
654,13
655,29
656,19
657,37
658,36
659,349
660,27
661,23
662,34
663,17
664,31
665,28
666,24
667,9
668,10
669,34
670,27
671,44
672,0
673,22
674,23
675,333
676,8
677,7
678,19
679,0
680,9
681,11
682,5
683,356
684,355
685,19
686,9
687,25
688,8
689,27
690,28
691,338
692,14
693,11
694,27
695,8
696,22
697,19
698,11
699,1
700,0
701,27
702,16
703,34
704,5
705,25
706,26
707,339
708,10
709,9
710,23
711,6
712,19
713,17
714,10
715,1
716,359
717,28
718,9
719,32
720,18
721,36
722,33
723,347
724,22
725,21
726,32
727,13
728,28
729,26
730,18
731,12
732,7
733,34
734,21
735,39
736,359
737,18
738,19
739,331
740,1
741,1
742,15
743,359
744,12
745,6
746,2
747,354
748,352
749,15
750,1
751,22
752,9
753,30
754,26
755,338
756,15
757,13
758,26
759,5
760,22
761,21
762,17
763,6
764,1
765,29
766,16
767,35
768,11
769,25
770,27
771,332
772,15
773,9
774,27
775,8
776,19
777,14
778,13
779,1
780,359
781,28
782,15
783,26
784,21
785,32
786,35
787,343
788,20
789,17
790,32
791,19
792,27
793,23
794,22
795,14
796,9
797,38
798,24
799,36
800,17
801,35
802,36
803,339
804,18
805,11
806,29
807,14
808,20
809,15
810,13
811,2
812,0
813,29
814,18
815,29
816,16
817,32
818,33
819,338
820,16
821,14
822,29
823,12
824,22
825,20
826,15
827,4
828,4
829,35
830,19
831,30
832,6
833,23
834,27
835,330
836,12
837,6
838,20
839,8
840,12
841,12
842,10
843,356
844,356
845,21
846,12
847,27
848,358
849,13
850,17
851,320
852,359
853,357
854,9
855,357
856,2
857,358
858,359
859,345
860,346
861,11
862,2
863,13
864,359
865,18
866,22
867,327
868,3
869,4
870,15
871,0
872,3
873,2
874,357
875,351
876,350
877,15
878,5
879,22
880,4
881,21
882,20
883,327
884,7
885,4
886,19
887,3
888,10
889,7
890,9
891,358
892,352
893,21
894,7
895,20
896,6
897,19
898,22
899,326
900,2
901,5
902,12
903,0
904,5
905,1
906,3
907,354
908,348
909,15
910,3
911,17
912,8
913,18
914,21
915,330
916,7
917,5
918,12
919,4
920,10
921,6
922,4
923,359
924,351
925,17
926,3
927,17
928,20
929,32
930,35
931,340
932,21
933,19
934,28
935,18
936,23
937,19
938,22
939,11
940,6
941,36
942,23
943,33
944,359
945,13
946,17
947,324
948,3
949,0
950,11
951,0
952,3
953,2
954,0
955,352
956,348
957,15
958,0
959,16
960,14
961,25
962,31
963,334
964,20
965,15
966,22
967,10
968,19
969,17
970,12
971,4
972,358
973,26
974,15
975,31
976,12
977,29
978,31
979,338
980,21
981,18
982,24
983,14
984,20
985,15
986,14
987,6
988,0
989,31
990,21
991,31
992,3
993,15
994,17
995,324
996,9
997,3
998,9
999,1
1000,4
1001,0
1002,0
1003,347
1004,345
1005,15
1006,2
1007,17
1008,2
1009,17
1010,16
1011,324
1012,6
1013,3
1014,12
1015,0
1016,10
1017,5
1018,5
1019,358
1020,355
1021,21
1022,13
1023,25
1024,0
1025,0
1026,12
1027,6
1028,11
1029,13
1030,8
1031,3
1032,349
1033,356
1034,11
1035,358
1036,18
1037,29
1038,6
1039,25
1040,0
1041,2
1042,12
1043,5
1044,11
1045,11
1046,5
1047,0
1048,350
1049,355
1050,12
1051,358
1052,16
1053,24
1054,6
1055,21
1056,356
1057,354
1058,4
1059,356
1060,5
1061,0
1062,0
1063,354
1064,343
1065,348
1066,5
1067,351
1068,12
1069,22
1070,358
1071,18
1072,354
1073,354
1074,3
1075,358
1076,6
1077,359
1078,359
1079,355
1080,339
1081,346
1082,358
1083,346
1084,8
1085,17
1086,357
1087,15
1088,358
1089,359
1090,7
1091,1
1092,8
1093,8
1094,7
1095,357
1096,348
1097,355
1098,7
1099,357
1100,16
1101,26
1102,8
1103,25
1104,0
1105,359
1106,6
1107,359
1108,13
1109,8
1110,6
1111,0
1112,351
1113,356
1114,13
1115,357
1116,16
1117,27
1118,7
1119,26
1120,351
1121,351
1122,359
1123,353
1124,3
1125,0
1126,358
1127,350
1128,334
1129,346
1130,358
1131,346
1132,2
1133,9
1134,356
1135,14
1136,1
1137,5
1138,17
1139,8
1140,17
1141,12
1142,10
1143,359
1144,349
1145,358
1146,12
1147,358
1148,19
1149,26
1150,11
1151,31
1152,4
1153,3
1154,9
1155,4
1156,14
1157,10
1158,6
1159,3
1160,353
1161,357
1162,9
1163,357
1164,24
1165,29
1166,9
1167,25
1168,7
1169,5
1170,16
1171,10
1172,19
1173,16
1174,12
1175,8
1176,356
1177,1
1178,17
1179,1
1180,25
1181,32
1182,13
1183,33
1184,0
1185,1
1186,9
1187,6
1188,17
1189,9
1190,6
1191,2
1192,352
1193,358
1194,12
1195,359
1196,25
1197,31
1198,11
1199,25
1200,3
1201,2
1202,13
1203,6
1204,17
1205,8
1206,6
1207,5
1208,347
1209,355
1210,12
1211,0
1212,20
1213,24
1214,5
1215,23
1216,359
1217,358
1218,5
1219,5
1220,12
1221,6
1222,5
1223,0
1224,346
1225,354
1226,12
1227,358
1228,25
1229,28
1230,13
1231,26
1232,16
1233,14
1234,24
1235,18
1236,25
1237,18
1238,20
1239,13
1240,356
1241,5
1242,19
1243,6
1244,31
1245,34
1246,18
1247,35
1248,1
1249,4
1250,13
1251,7
1252,18
1253,11
1254,12
1255,5
1256,348
1257,357
1258,15
1259,1
1260,22
1261,26
1262,14
1263,31
1264,2
1265,5
1266,12
1267,11
1268,20
1269,12
1270,10
1271,2
1272,353
1273,357
1274,13
1275,1
1276,26
1277,29
1278,13
1279,33
1280,356
1281,353
1282,5
1283,358
1284,12
1285,7
1286,358
1287,356
1288,344
1289,346
1290,4
1291,348
1292,9
1293,25
1294,357
1295,19
1296,3
1297,0
1298,16
1299,10
1300,18
1301,15
1302,9
1303,4
1304,352
1305,357
1306,19
1307,358
1308,19
1309,34
1310,9
1311,26
1312,16
1313,5
1314,24
1315,19
1316,29
1317,28
1318,20
1319,16
1320,2
1321,5
1322,24
1323,11
1324,27
1325,46
1326,17
1327,39
1328,7
1329,357
1330,17
1331,6
1332,21
1333,16
1334,11
1335,4
1336,355
1337,356
1338,17
1339,1
1340,19
1341,36
1342,10
1343,27
1344,75
1345,66
1346,85
1347,79
1348,88
1349,86
1350,81
1351,72
1352,60
1353,65
1354,84
1355,64
1356,86
1357,106
1358,79
1359,96
1360,6
1361,358
1362,17
1363,9
1364,20
1365,18
1366,13
1367,7
1368,350
1369,355
1370,15
1371,357
1372,16
1373,44
1374,9
1375,28
1376,2
1377,356
1378,10
1379,4
1380,21
1381,15
1382,7
1383,4
1384,352
1385,351
1386,12
1387,356
1388,16
1389,36
1390,7
1391,23
1392,0
1393,355
1394,12
1395,0
1396,17
1397,12
1398,5
1399,358
1400,348
1401,349
1402,10
1403,353
1404,13
1405,32
1406,3
1407,24
1408,348
1409,347
1410,355
1411,345
1412,5
1413,1
1414,351
1415,350
1416,336
1417,338
1418,356
1419,340
1420,5
1421,20
1422,352
1423,14
1424,357
1425,354
1426,4
1427,356
1428,13
1429,10
1430,358
1431,358
1432,345
1433,344
1434,4
1435,348
1436,14
1437,28
1438,357
1439,21
1440,354
1441,352
1442,1
1443,350
1444,9
1445,8
1446,356
1447,355
1448,345
1449,346
1450,359
1451,348
1452,11
1453,24
1454,358
1455,18
1456,8
1457,5
1458,10
1459,0
1460,19
1461,12
1462,6
1463,5
1464,356
1465,356
1466,15
1467,359
1468,25
1469,39
1470,5
1471,28
1472,1
1473,357
1474,13
1475,0
1476,16
1477,15
1478,5
1479,6
1480,354
1481,355
1482,13
1483,356
1484,24
1485,34
1486,8
1487,24
1488,356
1489,352
1490,3
1491,355
1492,7
1493,1
1494,357
1495,356
1496,341
1497,339
1498,356
1499,344
1500,12
1501,21
1502,355
1503,15
1504,354
1505,351
1506,2
1507,353
1508,6
1509,5
1510,357
1511,357
1512,344
1513,344
1514,2
1515,348
1516,13
1517,27
1518,356
1519,16
1520,358
1521,356
1522,9
1523,358
1524,15
1525,11
1526,2
1527,1
1528,351
1529,351
1530,9
1531,351
1532,21
1533,34
1534,5
1535,25
1536,358
1537,6
1538,0
1539,346
1540,359
1541,359
1542,2
1543,17
1544,347
1545,349
1546,348
1547,336
1548,358
1549,357
1550,21
1551,5
1552,8
1553,17
1554,10
1555,353
1556,9
1557,10
1558,15
1559,26
1560,359
1561,359
1562,358
1563,343
1564,9
1565,3
1566,32
1567,11
1568,356
1569,4
1570,1
1571,342
1572,354
1573,357
1574,3
1575,19
1576,350
1577,353
1578,352
1579,338
1580,1
1581,0
1582,22
1583,5
1584,4
1585,6
1586,6
1587,347
1588,2
1589,5
1590,7
1591,20
1592,357
1593,356
1594,355
1595,344
1596,3
1597,1
1598,27
1599,9
1600,1
1601,5
1602,5
1603,346
1604,1
1605,3
1606,5
1607,19
1608,356
1609,357
1610,353
1611,339
1612,4
1613,3
1614,24
1615,10
1616,5
1617,15
1618,13
1619,352
1620,1
1621,9
1622,11
1623,25
1624,0
1625,3
1626,357
1627,346
1628,11
1629,4
1630,31
1631,13
1632,3
1633,10
1634,4
1635,350
1636,359
1637,1
1638,6
1639,22
1640,358
1641,357
1642,356
1643,343
1644,5
1645,5
1646,28
1647,12
1648,8
1649,14
1650,16
1651,355
1652,11
1653,13
1654,16
1655,28
1656,4
1657,5
1658,7
1659,352
1660,18
1661,17
1662,37
1663,21
1664,17
1665,25
1666,22
1667,1
1668,13
1669,13
1670,19
1671,36
1672,11
1673,11
1674,6
1675,356
1676,22
1677,16
1678,41
1679,22
1680,9
1681,18
1682,13
1683,356
1684,4
1685,10
1686,9
1687,28
1688,5
1689,4
1690,359
1691,349
1692,14
1693,12
1694,33
1695,17
1696,14
1697,20
1698,17
1699,358
1700,9
1701,10
1702,10
1703,28
1704,5
1705,3
1706,1
1707,350
1708,15
1709,16
1710,33
1711,18
1712,23
1713,24
1714,23
1715,9
1716,17
1717,19
1718,20
1719,39
1720,12
1721,12
1722,12
1723,357
1724,22
1725,19
1726,41
1727,25
1728,1
1729,11
1730,8
1731,350
1732,5
1733,359
1734,0
1735,21
1736,358
1737,358
1738,356
1739,347
1740,8
1741,9
1742,24
1743,11
1744,359
1745,7
1746,4
1747,344
1748,358
1749,358
1750,359
1751,18
1752,358
1753,356
1754,354
1755,343
1756,0
1757,4
1758,25
1759,11
1760,6
1761,16
1762,13
1763,356
1764,3
1765,6
1766,3
1767,25
1768,358
1769,358
1770,358
1771,348
1772,9
1773,10
1774,29
1775,15
1776,0
1777,11
1778,7
1779,346
1780,359
1781,359
1782,359
1783,19
1784,355
1785,354
1786,350
1787,339
1788,359
1789,3
1790,21
1791,9
1792,15
1793,354
1794,21
1795,0
1796,10
1797,15
1798,15
1799,29
1800,9
1801,6
1802,1
1803,355
1804,13
1805,16
1806,37
1807,23
1808,20
1809,23
1810,25
1811,3
1812,19
1813,21
1814,16
1815,36
1816,11
1817,11
1818,4
1819,357
1820,18
1821,21
1822,41
1823,29
1824,359
1825,1
1826,6
1827,348
1828,357
1829,0
1830,356
1831,14
1832,355
1833,351
1834,348
1835,343
1836,0
1837,2
1838,23
1839,11
1840,4
1841,15
1842,17
1843,354
1844,7
1845,11
1846,8
1847,23
1848,3
1849,0
1850,353
1851,349
1852,5
1853,10
1854,28
1855,17
1856,18
1857,20
1858,25
1859,2
1860,19
1861,20
1862,16
1863,33
1864,12
1865,5
1866,2
1867,356
1868,13
1869,16
1870,35
1871,29
1872,18
1873,22
1874,27
1875,9
1876,20
1877,24
1878,22
1879,36
1880,13
1881,8
1882,4
1883,357
1884,19
1885,23
1886,42
1887,31
1888,357
1889,1
1890,5
1891,346
1892,358
1893,2
1894,357
1895,15
1896,352
1897,347
1898,342
1899,339
1900,353
1901,356
1902,14
1903,2
1904,7
1905,15
1906,17
1907,358
1908,9
1909,13
1910,5
1911,26
1912,4
1913,358
1914,355
1915,347
1916,8
1917,13
1918,30
1919,22
1920,4
1921,8
1922,11
1923,355
1924,4
1925,9
1926,6
1927,22
1928,0
1929,352
1930,355
1931,346
1932,2
1933,5
1934,25
1935,18
1936,15
1937,19
1938,21
1939,8
1940,13
1941,18
1942,15
1943,35
1944,10
1945,3
1946,5
1947,354
1948,13
1949,18
1950,34
1951,30
1952,7
1953,9
1954,15
1955,357
1956,5
1957,8
1958,6
1959,26
1960,356
1961,353
1962,356
1963,345
1964,2
1965,6
1966,23
1967,16
1968,357
1969,4
1970,11
1971,352
1972,358
1973,3
1974,358
1975,21
1976,354
1977,347
1978,349
1979,339
1980,355
1981,2
1982,16
1983,13
1984,357
1985,0
1986,7
1987,355
1988,357
1989,1
1990,357
1991,16
1992,349
1993,343
1994,345
1995,335
1996,356
1997,358
1998,16
1999,9
2000,12
2001,13
2002,20
2003,2
2004,8
2005,10
2006,11
2007,30
2008,5
2009,356
2010,358
2011,349
2012,9
2013,15
2014,30
2015,21
2016,1
2017,5
2018,15
2019,358
2020,2
2021,8
2022,3
2023,26
2024,357
2025,352
2026,354
2027,342
2028,3
2029,6
2030,23
2031,19
2032,5
2033,6
2034,19
2035,356
2036,1
2037,6
2038,5
2039,25
2040,357
2041,350
2042,353
2043,344
2044,3
2045,9
2046,24
2047,14
